"Story","Title","Result","Date","Stability","Duration (s)"
"More event on the main page","I as a customer WTBAT see more events than presented on the main page","SUCCESS","2020-05-10T08:42:20.007+03:00[Europe/Helsinki]","0.0","14.41"
